Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28/3/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.240714801,1.359503121,3.003329692,4.142397987,3.990289385,4.192246818,3.755316292,3.767981027,2.940084825,2.99979141,3.192007661,3.198325648,3.437908909,3.434034647,3.285690816,2.925172011,2.922753707,3.818913276,3.812584109,3.823087888,3.395456589,3.408593126,3.424564379,3.441834056,3.460551475,3.47900668,3.492164813,3.466023071,3.385347639,3.444547609,3.44320265,3.441857691
American Samoa,ASM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.797835894,0.791544627,0.788770872,0.740015736,0.635871694,0.645936428,0.637388628,0.630984425,0.601690837,0.541745706,0.533295043,0.517220075,0.535175135,0.513445052,0.508219686,0.478695785,0.502714843,0.489738683,0.492812555,0.484810536,0.481602896,0.467943887,0.465903231,0.460626873,0.460321336,0.454032044,0.445885595,0.436560179,0.434223814,0.441598554,0.429499504,0.424972652,0.420445799
Austria,AUT,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.232697756,1.204797174,1.221332278,1.168441789,1.437370817,1.448535331,1.185523173,1.173550897,1.037917031,1.03798247,0.888117932,0.870819907,0.861920144,0.981608186,0.990217395,0.973948106,0.834614666,0.826057147,0.605299432,0.599752164,0.537800929,0.521529445,0.509686536,0.506955885,0.475461509,0.489797239,0.456491769,0.492602873,0.472210417,0.495545157,0.478733731,0.477379133,0.476024535
Azerbaijan,AZE,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20915176,1.212794497,1.293143469,3.171889102,2.72352595,2.589337608,2.091744916,2.009651059,2.04052946,2.056127318,2.071399795,1.94956954,1.96883935,1.992372614,2.003011357,2.058615822,2.035973668,1.978591419,1.953980586,1.917419245,1.879891992,1.850605653,1.808503032,1.771241224,1.722797925,1.693683675,1.663777642,1.57945111,1.587482891,1.531610938,1.492123047,1.452635157
Burundi,BDI,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467173108,0.495801704,0.539352395,0.709874649,0.55544882,0.854359642,0.870468371,1.689502789,1.718161801,1.68437232,1.840760501,1.790300363,1.906591325,2.657026145,2.602893656,,1.510472908,1.440207661,1.359733924,1.294297031,1.253446979,1.21374762,1.17764192,1.144437418,0.905862143,1.120908601,0.66739779,1.062595072,1.021355952,0.605856522,0.726477843,0.674939678,0.623401514
Belgium,BEL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.502635201,1.935701865,1.704711775,1.270439088,1.123267681,1.10098794,1.05104782,1.023548166,0.95503468,0.889839863,0.912932429,0.898043845,0.926763429,0.802525458,0.799709684,0.860806882,0.824725874,0.816351649,0.823019532,0.730206959,0.698206604,0.625131339,0.755736037,0.755182945,0.72851575,0.676380532,0.629137315,0.612355824,0.50053856,0.464469263,0.424922865,0.375204289,0.325485713
Benin,BEN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337047273,0.327077585,0.35475334,0.341067174,0.307368421,0.300426853,0.291758774,0.282634729,0.273640373,0.264898163,0.256452323,0.241503334,0.233676695,0.191110313,0.246029696,,0.23088816,0.223614471,0.196055843,0.189656873,0.239376436,0.235999663,0.232986845,0.230190298,0.234814487,0.232393178,0.283299428,0.286629763,0.272541697,0.266897503,0.292368425,0.300933161,0.309497898
Burkina Faso,BFA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.240255189,0.21312343,0.209776322,0.206211314,0.231783974,0.227726321,0.217190828,0.218018912,0.213944042,0.229032575,0.28068117,0.277576449,0.2821525,0.188299008,0.202066757,,0.194272266,0.191122017,0.19151202,0.188577537,0.185622206,0.182535571,0.179566184,0.176665333,0.171337009,0.16605709,0.154592153,0.152613943,0.145367239,0.142094299,0.13423304,0.128193904,0.122154769
Bangladesh,BGD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292707069,0.284672604,0.276552125,0.283561057,0.41541244,0.396538908,0.393872916,0.382922234,0.419096414,0.29053676,0.413649705,0.403506719,0.37150986,0.483083987,0.474786286,0.396662173,0.40476765,0.400714737,0.396287151,0.390202375,0.38357561,0.376646627,0.369594251,0.362783279,0.356314268,0.349791076,0.329041706,0.330262625,0.323136898,0.319983161,0.308147067,0.300494083,0.292841099
Bulgaria,BGR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.720140736,2.518295801,1.345943095,2.097545295,3.613688941,3.712901699,3.720010334,3.784869683,3.260528316,3.289844556,3.190429971,3.017173433,2.55793574,2.534449127,2.589207331,2.225767623,2.184864598,2.151134092,1.915436899,1.917787223,1.42319244,1.418164134,1.406423759,1.408627711,1.418937141,0.958510579,0.921452971,1.106807691,1.090842729,1.117199007,0.948600001,0.899236507,0.849873013
Bahrain,BHR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.455619053,2.918612408,2.812058105,3.092229614,7.430607415,7.241801246,7.134180767,6.838666509,6.649855998,6.391934103,6.132910587,5.803057017,5.608877753,5.033388141,4.548664209,3.73522375,3.403243112,3.112498812,2.927825931,2.809053641,2.840490269,2.783777984,2.692479045,2.620480143,2.531994733,2.426557966,2.26980856,2.231004219,2.198036113,2.261272144,2.085436985,2.016112164,1.946787343
"Bahamas, The",BHS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.374228632,2.046166635,1.97241121,1.937366653,1.911817421,1.870054582,1.831114061,0.505300036,0.497185378,0.46702327,0.458409957,0.450045005,0.442184391,0.506316296,0.429542537,0.421655439,0.408667599,0.401119359,0.604623041,0.594971121,0.586039634,0.576987945,0.436860545,0.55945019,0.849610454,0.903277089,0.848816967,0.900049888,0.951282809
Bosnia and Herzegovina,BIH,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.110008487,,5.69002993,7.530317714,17.59857723,6.364288939,6.205255418,6.09751342,5.315551415,1.659633968,1.349170873,1.270395593,1.622632478,0.813839614,0.610172387,0.607022031,0.603759409,0.722493898,0.722349819,0.738605694,0.741381964,0.757259959,0.749635891,0.757677984,0.768802718,0.814166497,0.789226235,0.818121845,0.832549979,0.845747807,0.85967829,0.873608772
Byelarus,BLR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18875243,2.459441142,1.383855558,2.254473244,1.982527886,1.909453624,1.931916297,2.19409158,1.897986655,3.973924954,3.877968623,3.715307126,3.680145232,3.685209783,3.669679146,3.649896357,3.628953576,3.608681904,3.595347156,3.097332902,3.09294011,3.09061991,3.08806537,3.083888401,3.030298893,3.027522327,3.046090974,3.051302434,3.132066974,3.077408619,3.08035951,3.083310402
Belize,BLZ,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.721763085,1.669839361,1.62335027,1.580827721,1.653886634,1.563788348,1.405584857,1.348106873,1.277512136,1.279263144,1.225613085,1.175841796,1.12888825,0.985833572,0.947247772,0.910183129,0.874599871,0.840548037,0.848320326,0.815514978,0.784542276,0.755520698,0.727983693,0.695065038,0.95650455,0.922622709,1.199414686,0.878590507,1.146177784,1.158614297,1.240421659,1.302063161,1.363704662
Bermuda,BMU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.101915128,1.045306183,1.018198387,0.867105009,1.933025637,1.883836361,2.020906362,1.964993064,1.883649972,1.878804681,1.811064761,1.771015905,1.730979538,1.676555054,1.686007582,1.878860152,1.879156644,1.815818668,1.771369433,1.733629856,1.697137631,1.741701119,1.687845202,1.372784698,1.430065192,1.395010018,1.337987268,1.255503644,1.248905009,1.244440768,1.199691152,1.168017634,1.136344115
Brazil,BRA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.463688295,0.453454198,0.441935168,0.430719183,0.965349389,0.969217242,0.959959109,0.93435876,0.875947445,0.848422759,0.826500575,0.79902701,0.785232845,0.780098978,0.742830699,0.821962211,0.777517834,0.767549514,0.745509558,0.748137405,0.751439777,0.734122149,0.7241054,0.732216928,0.718902224,0.708780841,0.697124042,0.718068476,0.705558018,0.748851221,0.723143407,0.724304197,0.725464986
Barbados,BRB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434959114,0.440693652,0.43363254,0.43917119,0.436831326,0.422460834,0.414954977,0.418599784,0.411485944,0.413144777,0.411029055,0.418318224,0.415981888,0.679902094,0.41288471,0.411051213,0.409036351,0.415460582,0.409904915,0.425413209,0.422387946,0.410263308,0.679781926,0.417696643,0.695299083,0.708436057,0.737371761,0.787454766,0.837537772
Brunei,BRN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.529266442,3.430796545,3.34087815,4.059528932,7.090187181,6.942166414,6.672171515,6.438485782,6.003183402,5.822454826,6.191594751,6.630806604,6.444269117,5.860805861,6.28269859,5.017309719,4.904204538,4.799539244,4.832987622,4.739166522,4.657650127,4.619018371,4.585564148,4.555034668,4.526503288,5.889080865,3.876663937,3.761416127,3.692284971,3.679598924,3.365453454,3.136081718,2.906709982
Bhutan,BTN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.229435685,2.334245245,2.327952659,1.835064411,2.238167925,2.620464958,2.974495823,2.873492443,2.367676481,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55426379,1.499982857,1.446050938,1.39562889,1.638052144,1.583696497,1.533841967,1.663648749,1.700790187,1.654311715,1.599145417,1.626071659,1.577334455,1.458776437,1.559281766,1.51557738,1.450720349,1.388650434,1.269578718,1.302972017,1.262204314,1.225239943,1.190025546,1.155290902,0.960524574,0.930577858,0.900865732,0.87261304,0.846166069,0.849701094,0.758898288,0.715917886,0.672937484
Central African Republic,CAF,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361056125,0.350810724,0.340381789,0.330169212,0.40202007,0.391712921,0.380669308,0.366210396,0.359264829,0.376704851,0.285922017,0.23592241,0.233214545,0.126810296,0.18594296,,0.179304442,0.175802127,0.180854252,0.177548211,0.17560584,0.454514528,0.456513836,0.463409947,0.465582858,0.457523568,0.440873613,0.548821008,0.528184729,0.517650323,0.543038337,0.556581991,0.570125644
Canada,CAN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.580938045,0.554721106,0.51105276,0.499550771,0.500670614,0.522291711,0.468404536,0.443823015,0.436050607,0.420025362,0.398536953,0.36089463,0.352734757,0.401725905,0.398449817,0.354855741,0.348155359,0.342932312,0.349819839,0.346054843,0.343138171,0.341680979,0.336538336,0.358405427,0.342811365,0.339578236,0.357409052,0.355876994,0.34684694,0.351715895,0.350992174,0.351145793,0.351299411
Central Europe and the Baltics,CEB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.841455181,1.676281938,1.582535527,1.608899288,2.197131372,2.078118356,2.010702227,1.996703666,1.923685791,1.853520311,1.532381599,1.45583689,1.356718406,1.217839669,1.232538331,1.113769097,1.088685018,1.065574386,1.005129658,0.992929931,0.951508889,1.056415356,1.047328611,1.053103247,1.05423967,1.035836945,1.0021531,1.041409314,1.024675352,1.06595353,1.03748082,1.036944912,1.036409004
Switzerland,CHE,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602467378,0.842603558,0.939930139,1.055508088,0.843960789,0.694617074,0.667668424,0.660128301,0.693018551,0.692801888,0.659576872,0.672531171,0.662283554,0.096237962,2.609559607,0.542556095,0.533982532,0.521495595,0.572250156,0.568544751,0.509618779,0.493401813,0.457140841,0.439459397,0.435971408,0.428683532,0.426786763,0.432780074,0.402333049,0.401621507,0.398705983,0.392395489,0.386084994
Channel Islands,CHI,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.770390572,1.742032945,1.69241685,1.829077709,2.256364292,2.039987811,2.080588918,2.01496567,1.959237621,1.85455896,1.942018511,1.847806875,1.748776929,1.734784111,1.693629937,1.447660061,1.411364526,1.359780312,1.352581683,1.324266929,1.275865483,1.292418522,1.274551943,1.292368614,1.277709038,1.407458561,1.375080476,1.348899769,1.32403111,1.287792036,1.333385032,1.334112018,1.334839004
China,CHN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.494406388,0.482127804,0.456827323,0.436110849,0.606340886,0.598329903,0.518361738,0.535894227,0.528817247,0.534157431,0.515310844,0.504301973,0.496509179,0.492619848,0.488060511,0.465589611,0.371756732,0.37159723,0.379706493,0.380462381,0.378377381,0.384241109,0.384189561,0.383687244,0.364155898,0.345280725,0.346100878,0.347169212,0.326961305,0.331943268,0.316795129,0.308661821,0.300528513
Ivory Coast,CIV,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347780926,0.3331686,0.319246272,0.306137818,0.293839594,0.281991885,0.271117378,0.261758863,0.254614679,,,,,0.273662743,0.281560402,,0.267435567,0.260641835,0.248032454,,,,,0.29900819,0.29009448,0.281418647,0.294835562,0.285964997,1.376448352,0.271529089,0.742016587,0.816831472,0.891646358
Cameroon,CMR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461423283,0.224111649,0.217613175,0.211290781,0.403535863,0.366753786,0.355871772,0.345416503,0.335502715,0.325987551,0.445406739,0.446011428,0.432700221,0.30095829,0.292342396,,0.27573114,0.273218948,0.272513959,0.272456428,0.266925812,0.263972689,0.259999007,0.255207049,0.248681351,0.240969389,0.240106775,0.334482046,0.320957859,0.314369255,0.338618002,0.353459155,0.368300309
"Congo, Dem. Rep.",COD,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.402743732,0.293676461,0.253057664,0.239297709,0.372505628,0.369582508,0.435593388,0.483565283,0.502870231,0.489214943,0.415777415,0.403018101,0.470312577,0.298791203,0.294024743,,0.621758837,0.644575981,0.666960829,0.65462082,0.541624804,0.53160026,0.514060522,0.496999861,0.480940653,0.464624961,0.448325321,0.435509721,0.422079163,0.413046092,0.394689464,0.380450195,0.366210926
Congo,COG,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955946786,1.032015175,1.001016031,0.971450998,1.578103856,1.378903331,1.354447056,1.32805417,1.289417493,1.22825779,0.937409188,0.91530807,0.888119843,0.853997706,0.819548415,,0.755048918,0.730596721,0.700415405,0.671054243,0.651274517,0.636312442,0.624714649,0.612832717,0.600584369,0.587731977,0.574175866,0.560407229,0,0.538696355,0.289075134,0.237257185,0.185439236
Colombia,COL,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.774644723,0.952461874,0.924556336,0.941794944,1.461629593,1.425654733,1.388234507,1.357993755,1.326062226,1.383110297,1.437430212,1.427526683,1.599479681,1.74562539,1.743755177,2.044702015,2.091239508,2.040590979,2.060870372,2.016919135,1.959184952,1.908112282,1.96458666,1.940346325,2.01444876,1.99798366,1.966356579,1.939371741,1.918404169,1.697116088,1.784805073,1.74979108,1.714777086
Comoros,COM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,CPV,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.834299731,0.813411529,0.789958053,0.765614712,0.852508599,0.82489904,0.797957229,0.772107451,0.78001092,0.755234721,0.792339902,0.768062768,0.745224829,0.556740175,0.541207542,,0.512728485,0.499725151,0.585140361,0.57243442,0.560336576,0.548910185,0.538027323,0.527576883,0.51780829,0.508769922,0.41680039,0.524182276,0.416002796,0.429747094,0.408457093,0.39125395,0.374050807
Costa Rica,CRI,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676796048,0.667080813,0.637186693,0.612732896,1.18211935,1.188316647,1.054443521,0.995712617,0.966015693,0.951009429,1.285028015,1.491040516,0.949322379,,,0.514504393,0.496926016,0.490739982,0.474665918,0.475569786,0.455974711,0.422074314,0.419313225,0.409185291,0.411732355,0.426783541,0.428224628,0.406547199,0.388622682,0.407077117,0.400770372,0.398171079,0.395571785
Caribbean small states,CSS,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682788606,0.481946989,0.477499051,0.47127752,0.781884834,0.817344867,0.801464669,0.81208432,0.792831366,0.790547367,0.59923161,0.504936127,0.489680176,0.344417491,0.482539555,0.477002428,0.507238401,0.519842204,0.482468926,0.484903684,0.426176869,0.419008937,0.428689014,0.515948524,0.516475078,0.529497265,0.53147704,0.576990129,0.64270991,0.660684847,0.672564899,0.698785309,0.72500572
Cuba,CUB,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78387931,4.003618356,4.030773922,3.20721789,2.824986183,2.686231461,1.77245811,1.762790439,2.019412402,1.844206257,1.567779769,1.555447187,1.539734168,1.573725912,1.569467416,1.544902908,1.527795423,1.51612781,1.466579565,1.478018054,1.45815726,1.45012715,1.442004857,1.435838101,1.426502258,1.422188399,1.426758748,1.422438633,1.421842798,1.515026471,1.471298833,1.47945942,1.487620006
Curacao,CUW,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
